concurrency	ops/sec(cum)	p50(ms)	p99(ms)	read_tp	read_p50	read_p99	write_tp	write_p50	write_p99
15.0	169826.50000000003	0.22316666666666665	1.356	161343.15000000002	0.22133333333333333	1.356	8482.35	0.225	1.3736666666666668
15.0	169826.50000000003	0.22316666666666665	1.356	161343.15000000002	0.22133333333333333	1.356	8482.35	0.225	1.3736666666666668
15.0	169826.50000000003	0.22316666666666665	1.356	161343.15000000002	0.22133333333333333	1.356	8482.35	0.225	1.3736666666666668
15	169826.50000000003	0.22316666666666665	1.356	161343.15000000002	0.22133333333333333	1.356	8482.35	0.225	1.3736666666666668
22.0	198863.11666666667	0.26366666666666666	1.8346666666666667	188935.18333333335	0.26166666666666666	1.8346666666666667	9926.933333333332	0.26566666666666666	1.8643333333333334
22.0	198863.11666666667	0.26366666666666666	1.8346666666666667	188935.18333333335	0.26166666666666666	1.8346666666666667	9926.933333333332	0.26566666666666666	1.8643333333333334
22	198863.11666666667	0.26366666666666666	1.8346666666666667	188935.18333333335	0.26166666666666666	1.8346666666666667	9926.933333333332	0.26566666666666666	1.8643333333333334
23.0	206908.5166666667	0.26283333333333336	1.839	196574.8	0.261	1.839	10332.716666666667	0.26466666666666666	1.8676666666666668
23.0	206908.5166666667	0.26283333333333336	1.839	196574.8	0.261	1.839	10332.716666666667	0.26466666666666666	1.8676666666666668
23.0	206908.5166666667	0.26283333333333336	1.839	196574.8	0.261	1.839	10332.716666666667	0.26466666666666666	1.8676666666666668
23	206908.5166666667	0.26283333333333336	1.839	196574.8	0.261	1.839	10332.716666666667	0.26466666666666666	1.8676666666666668
26.0	224759.31666666665	0.2758333333333333	1.9283333333333335	213540.2	0.274	1.9283333333333335	11218.116666666667	0.2776666666666667	1.973
26.0	224759.31666666665	0.2758333333333333	1.9283333333333335	213540.2	0.274	1.9283333333333335	11218.116666666667	0.2776666666666667	1.973
26.0	229937.2	0.27	1.922	218461.23333333334	0.268	1.922	11474.966666666667	0.272	1.9680000000000002
26	224759.31666666665	0.2758333333333333	1.9283333333333335	213540.2	0.274	1.9283333333333335	11218.116666666667	0.2776666666666667	1.973
26	229937.2	0.27	1.922	218461.23333333334	0.268	1.922	11474.966666666667	0.272	1.9680000000000002
28.0	240453.95	0.2801666666666667	2.0073333333333334	228447.03333333333	0.2783333333333333	2.0073333333333334	12005.916666666668	0.282	2.0453333333333332
28	240453.95	0.2801666666666667	2.0073333333333334	228447.03333333333	0.2783333333333333	2.0073333333333334	12005.916666666668	0.282	2.0453333333333332
28	232245.93333333335	0.3051666666666667	2.5100000000000002	220646.28333333333	0.303	2.5100000000000002	11598.650000000001	0.30733333333333335	2.5573333333333332
29	240345.95	0.30533333333333335	2.569	228340.23333333334	0.30366666666666664	2.569	12004.716666666667	0.307	2.6113333333333335
30.0	248681.39999999997	0.28683333333333333	2.025	236263.88333333336	0.285	2.025	12416.516666666666	0.2886666666666667	2.0526666666666666
30.0	248681.39999999997	0.28683333333333333	2.025	236263.88333333336	0.285	2.025	12416.516666666666	0.2886666666666667	2.0526666666666666
30.0	250615.85	0.283	2.042666666666667	238103.4166666667	0.28099999999999997	2.042666666666667	12511.433333333334	0.285	2.082
30	248681.39999999997	0.28683333333333333	2.025	236263.88333333336	0.285	2.025	12416.516666666666	0.2886666666666667	2.0526666666666666
30	250615.85	0.283	2.042666666666667	238103.4166666667	0.28099999999999997	2.042666666666667	12511.433333333334	0.285	2.082
30	241273.28333333333	0.315	2.659	229219.96666666667	0.31333333333333335	2.659	12052.316666666666	0.31666666666666665	2.7346666666666666
31.0	252651.7	0.2931666666666667	2.091666666666667	240033.75	0.29133333333333333	2.091666666666667	12616.95	0.295	2.142333333333333
31.0	252651.7	0.2931666666666667	2.091666666666667	240033.75	0.29133333333333333	2.091666666666667	12616.95	0.295	2.142333333333333
31.0	252651.7	0.2931666666666667	2.091666666666667	240033.75	0.29133333333333333	2.091666666666667	12616.95	0.295	2.142333333333333
31	252651.7	0.2931666666666667	2.091666666666667	240033.75	0.29133333333333333	2.091666666666667	12616.95	0.295	2.142333333333333
31	247812.61666666664	0.31616666666666665	2.647333333333333	235433.16666666666	0.31433333333333335	2.647333333333333	12378.449999999999	0.318	2.7103333333333333
32.0	246634.1166666667	0.31116666666666665	2.2953333333333332	234317.9	0.30933333333333335	2.2953333333333332	12315.216666666667	0.313	2.372
32.0	246634.1166666667	0.31116666666666665	2.2953333333333332	234317.9	0.30933333333333335	2.2953333333333332	12315.216666666667	0.313	2.372
32.0	246634.1166666667	0.31116666666666665	2.2953333333333332	234317.9	0.30933333333333335	2.2953333333333332	12315.216666666667	0.313	2.372
32.0	246634.1166666667	0.31116666666666665	2.2953333333333332	234317.9	0.30933333333333335	2.2953333333333332	12315.216666666667	0.313	2.372
32.0	250724.3	0.31933333333333336	2.744666666666667	238202.0	0.31733333333333336	2.744666666666667	12521.300000000001	0.32133333333333336	2.807
32	246634.1166666667	0.31116666666666665	2.2953333333333332	234317.9	0.30933333333333335	2.2953333333333332	12315.216666666667	0.313	2.372
32	250724.3	0.31933333333333336	2.744666666666667	238202.0	0.31733333333333336	2.744666666666667	12521.300000000001	0.32133333333333336	2.807
32	255101.71666666667	0.305	2.247	242361.3333333333	0.30333333333333334	2.247	12739.383333333333	0.30666666666666664	2.3193333333333332
34.0	229358.21666666667	0.3245	2.364333333333333	217914.18333333332	0.32233333333333336	2.364333333333333	11443.033333333333	0.32666666666666666	2.427
34.0	229358.21666666667	0.3245	2.364333333333333	217914.18333333332	0.32233333333333336	2.364333333333333	11443.033333333333	0.32666666666666666	2.427
34.0	240237.36666666667	0.3463333333333333	2.8890000000000002	228238.9	0.3443333333333333	2.8890000000000002	11997.466666666667	0.34833333333333333	2.9623333333333335
34	229358.21666666667	0.3245	2.364333333333333	217914.18333333332	0.32233333333333336	2.364333333333333	11443.033333333333	0.32666666666666666	2.427
34	240237.36666666667	0.3463333333333333	2.8890000000000002	228238.9	0.3443333333333333	2.8890000000000002	11997.466666666667	0.34833333333333333	2.9623333333333335
38.0	177903.0166666667	0.412	3.048	169017.76666666666	0.4093333333333333	3.048	8884.25	0.4146666666666667	3.094
38.0	177903.0166666667	0.412	3.048	169017.76666666666	0.4093333333333333	3.048	8884.25	0.4146666666666667	3.094
38	177903.0166666667	0.412	3.048	169017.76666666666	0.4093333333333333	3.048	8884.25	0.4146666666666667	3.094
39.0	173283.85	0.4246666666666667	3.223333333333333	164630.35	0.4216666666666667	3.223333333333333	8652.5	0.4276666666666667	3.2423333333333333
39.0	173283.85	0.4246666666666667	3.223333333333333	164630.35	0.4216666666666667	3.223333333333333	8652.5	0.4276666666666667	3.2423333333333333
39.0	173283.85	0.4246666666666667	3.223333333333333	164630.35	0.4216666666666667	3.223333333333333	8652.5	0.4276666666666667	3.2423333333333333
39	173283.85	0.4246666666666667	3.223333333333333	164630.35	0.4216666666666667	3.223333333333333	8652.5	0.4276666666666667	3.2423333333333333
47.0	149497.05000000002	0.6463333333333333	4.281666666666666	142028.0	0.642	4.281666666666666	7468.050000000001	0.6506666666666666	4.310333333333333
47.0	149497.05000000002	0.6463333333333333	4.281666666666666	142028.0	0.642	4.281666666666666	7468.050000000001	0.6506666666666666	4.310333333333333
47.0	149497.05000000002	0.6463333333333333	4.281666666666666	142028.0	0.642	4.281666666666666	7468.050000000001	0.6506666666666666	4.310333333333333
47	149497.05000000002	0.6463333333333333	4.281666666666666	142028.0	0.642	4.281666666666666	7468.050000000001	0.6506666666666666	4.310333333333333
48.0	148826.1	0.6636666666666666	4.415	141390.55	0.6606666666666666	4.415	7434.549999999999	0.6666666666666666	4.405333333333333
48.0	148826.1	0.6636666666666666	4.415	141390.55	0.6606666666666666	4.415	7434.549999999999	0.6666666666666666	4.405333333333333
48.0	148826.1	0.6636666666666666	4.415	141390.55	0.6606666666666666	4.415	7434.549999999999	0.6666666666666666	4.405333333333333
48.0	148826.1	0.6636666666666666	4.415	141390.55	0.6606666666666666	4.415	7434.549999999999	0.6666666666666666	4.405333333333333
48	148826.1	0.6636666666666666	4.415	141390.55	0.6606666666666666	4.415	7434.549999999999	0.6666666666666666	4.405333333333333
64.0	129896.83333333334	1.1103333333333334	5.746666666666666	123402.91666666666	1.1096666666666666	5.746666666666666	6492.916666666666	1.111	5.762
64.0	129896.83333333334	1.1103333333333334	5.746666666666666	123402.91666666666	1.1096666666666666	5.746666666666666	6492.916666666666	1.111	5.762
64.0	129896.83333333334	1.1103333333333334	5.746666666666666	123402.91666666666	1.1096666666666666	5.746666666666666	6492.916666666666	1.111	5.762
64.0	129896.83333333334	1.1103333333333334	5.746666666666666	123402.91666666666	1.1096666666666666	5.746666666666666	6492.916666666666	1.111	5.762
64	129896.83333333334	1.1103333333333334	5.746666666666666	123402.91666666666	1.1096666666666666	5.746666666666666	6492.916666666666	1.111	5.762
80.0	125770.56666666667	1.5236666666666667	6.693	119482.6	1.5213333333333334	6.693	6286.966666666667	1.526	6.685666666666667
80.0	125770.56666666667	1.5236666666666667	6.693	119482.6	1.5213333333333334	6.693	6286.966666666667	1.526	6.685666666666667
80.0	125770.56666666667	1.5236666666666667	6.693	119482.6	1.5213333333333334	6.693	6286.966666666667	1.526	6.685666666666667
80.0	125770.56666666667	1.5236666666666667	6.693	119482.6	1.5213333333333334	6.693	6286.966666666667	1.526	6.685666666666667
80	125770.56666666667	1.5236666666666667	6.693	119482.6	1.5213333333333334	6.693	6286.966666666667	1.526	6.685666666666667
