concurrency	ops/sec(cum)	p50(ms)	p99(ms)	read_tp	read_p50	read_p99	write_tp	write_p50	write_p99
38.0	287813.88333333336	0.30033333333333334	2.334	273444.7833333333	0.29833333333333334	2.334	14368.1	0.30233333333333334	2.3806666666666665
38.0	287813.88333333336	0.30033333333333334	2.334	273444.7833333333	0.29833333333333334	2.334	14368.1	0.30233333333333334	2.3806666666666665
38	287813.88333333336	0.30033333333333334	2.334	273444.7833333333	0.29833333333333334	2.334	14368.1	0.30233333333333334	2.3806666666666665
39.0	286452.86666666664	0.32083333333333336	2.5216666666666665	272148.9166666667	0.319	2.5216666666666665	14302.95	0.32266666666666666	2.549
39.0	286452.86666666664	0.32083333333333336	2.5216666666666665	272148.9166666667	0.319	2.5216666666666665	14302.95	0.32266666666666666	2.549
39.0	286452.86666666664	0.32083333333333336	2.5216666666666665	272148.9166666667	0.319	2.5216666666666665	14302.95	0.32266666666666666	2.549
39	286452.86666666664	0.32083333333333336	2.5216666666666665	272148.9166666667	0.319	2.5216666666666665	14302.95	0.32266666666666666	2.549
42.0	281875.75	0.3235	2.8249999999999997	267804.2166666667	0.32166666666666666	2.8249999999999997	14070.533333333333	0.3253333333333333	2.8833333333333333
42.0	281875.75	0.3235	2.8249999999999997	267804.2166666667	0.32166666666666666	2.8249999999999997	14070.533333333333	0.3253333333333333	2.8833333333333333
42	281875.75	0.3235	2.8249999999999997	267804.2166666667	0.32166666666666666	2.8249999999999997	14070.533333333333	0.3253333333333333	2.8833333333333333
46.0	204862.34999999998	0.35583333333333333	4.441333333333334	194642.4833333333	0.3536666666666667	4.441333333333334	10218.866666666667	0.358	4.4463333333333335
46.0	204862.34999999998	0.35583333333333333	4.441333333333334	194642.4833333333	0.3536666666666667	4.441333333333334	10218.866666666667	0.358	4.4463333333333335
46	204862.34999999998	0.35583333333333333	4.441333333333334	194642.4833333333	0.3536666666666667	4.441333333333334	10218.866666666667	0.358	4.4463333333333335
47.0	205391.08333333337	0.37483333333333335	4.601666666666667	195141.93333333332	0.37266666666666665	4.601666666666667	10248.150000000001	0.377	4.618666666666667
47.0	205391.08333333337	0.37483333333333335	4.601666666666667	195141.93333333332	0.37266666666666665	4.601666666666667	10248.150000000001	0.377	4.618666666666667
47.0	205391.08333333337	0.37483333333333335	4.601666666666667	195141.93333333332	0.37266666666666665	4.601666666666667	10248.150000000001	0.377	4.618666666666667
47	205391.08333333337	0.37483333333333335	4.601666666666667	195141.93333333332	0.37266666666666665	4.601666666666667	10248.150000000001	0.377	4.618666666666667
48.0	164557.88333333336	0.39449999999999996	5.402	156343.01666666666	0.3923333333333333	5.402	8213.866666666667	0.39666666666666667	5.439666666666667
48.0	164557.88333333336	0.39449999999999996	5.402	156343.01666666666	0.3923333333333333	5.402	8213.866666666667	0.39666666666666667	5.439666666666667
48.0	164557.88333333336	0.39449999999999996	5.402	156343.01666666666	0.3923333333333333	5.402	8213.866666666667	0.39666666666666667	5.439666666666667
48.0	164557.88333333336	0.39449999999999996	5.402	156343.01666666666	0.3923333333333333	5.402	8213.866666666667	0.39666666666666667	5.439666666666667
48	164557.88333333336	0.39449999999999996	5.402	156343.01666666666	0.3923333333333333	5.402	8213.866666666667	0.39666666666666667	5.439666666666667
64.0	79169.9	1.7435	11.338333333333333	75205.35	1.735	11.338333333333333	3963.55	1.752	11.321
64.0	79169.9	1.7435	11.338333333333333	75205.35	1.735	11.338333333333333	3963.55	1.752	11.321
64.0	79169.9	1.7435	11.338333333333333	75205.35	1.735	11.338333333333333	3963.55	1.752	11.321
64.0	79169.9	1.7435	11.338333333333333	75205.35	1.735	11.338333333333333	3963.55	1.752	11.321
64	79169.9	1.7435	11.338333333333333	75205.35	1.735	11.338333333333333	3963.55	1.752	11.321
80.0	67528.00000000001	2.4935	15.219666666666667	64141.566666666666	2.4883333333333333	15.219666666666667	3385.433333333333	2.498666666666667	15.224
80.0	67528.00000000001	2.4935	15.219666666666667	64141.566666666666	2.4883333333333333	15.219666666666667	3385.433333333333	2.498666666666667	15.224
80.0	67528.00000000001	2.4935	15.219666666666667	64141.566666666666	2.4883333333333333	15.219666666666667	3385.433333333333	2.498666666666667	15.224
80.0	67528.00000000001	2.4935	15.219666666666667	64141.566666666666	2.4883333333333333	15.219666666666667	3385.433333333333	2.498666666666667	15.224
80	67528.00000000001	2.4935	15.219666666666667	64141.566666666666	2.4883333333333333	15.219666666666667	3385.433333333333	2.498666666666667	15.224
